Directory,Model,Method,TaskID,LoC,Reliability,Maintainability,Security_Hotspots,CyC,CoC
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/604,10.0,0,0,0,1.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/605,12.0,0,2,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/606,9.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/607,18.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/608,20.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/609,21.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/610,16.0,0,0,0,4.0,5.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/611,16.0,0,1,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/612,16.0,0,6,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/613,17.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/614,8.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/615,14.0,0,1,0,6.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/616,29.0,0,1,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/617,23.0,2,1,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/618,19.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/619,19.0,2,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/620,14.0,0,3,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/621,15.0,0,3,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/622,15.0,0,3,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/623,15.0,0,3,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/624,15.0,0,4,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/625,10.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/626,10.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/627,14.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/628,16.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/629,12.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/630,12.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/631,12.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/632,12.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/633,13.0,0,0,0,4.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/634,7.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/635,21.0,0,2,0,2.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/636,15.0,0,2,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/637,24.0,0,6,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/638,9.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/639,11.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/640,20.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/641,15.0,0,0,0,4.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/642,17.0,0,1,0,5.0,7.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/643,17.0,0,0,0,4.0,7.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/644,15.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/645,10.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/646,17.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/647,8.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/648,2.0,0,0,0,0.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/649,9.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/650,10.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/651,15.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/652,19.0,0,1,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/653,10.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/654,19.0,0,2,0,2.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/655,27.0,0,1,0,5.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/656,11.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/657,12.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/658,14.0,0,0,0,2.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/659,14.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/660,17.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/661,12.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/662,16.0,0,2,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/663,15.0,0,1,0,2.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/664,18.0,0,1,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/665,16.0,0,1,0,4.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/666,17.0,0,0,0,5.0,9.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/667,12.0,0,0,0,4.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/668,9.0,0,0,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/669,12.0,0,0,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/670,15.0,0,0,0,4.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/671,17.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/672,10.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/673,16.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/674,9.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/675,16.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/676,6.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/677,8.0,0,3,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/678,20.0,0,0,0,4.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/679,8.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/680,9.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/681,9.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/682,17.0,0,0,0,5.0,7.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/683,11.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/684,7.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/685,6.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/686,14.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/687,11.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/688,8.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/689,10.0,0,1,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/690,10.0,1,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/691,10.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/692,12.0,0,0,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/693,13.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/694,8.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/695,15.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/696,16.0,0,0,0,4.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/697,11.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/698,8.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/699,12.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/700,13.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/701,15.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/702,8.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/703,10.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/704,11.0,0,0,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/705,12.0,0,1,0,2.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/706,14.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/707,9.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/708,16.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/709,13.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/710,2.0,0,0,0,0.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/711,12.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/712,12.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/713,14.0,0,0,0,4.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/714,10.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/715,13.0,0,3,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/716,13.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/717,12.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/718,12.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/719,12.0,0,0,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/720,12.0,0,2,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/721,13.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/722,14.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/723,23.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/724,9.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/725,11.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/726,11.0,0,0,0,2.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/727,10.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/728,13.0,0,1,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/729,14.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/730,11.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/731,16.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/732,9.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/733,8.0,0,0,0,2.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/734,9.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/735,8.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/736,7.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/737,7.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/738,6.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/739,9.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/740,6.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/741,8.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/742,13.0,0,1,0,4.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/743,18.0,0,1,0,7.0,17.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/744,18.0,0,0,0,6.0,5.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/745,9.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/746,17.0,0,0,0,6.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/747,17.0,0,0,0,3.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/748,9.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/749,2.0,0,0,0,0.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/750,11.0,0,0,0,4.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/751,22.0,0,1,0,7.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/752,33.0,0,3,0,7.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/753,8.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/754,20.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/755,9.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/756,17.0,0,0,0,5.0,5.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/757,6.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/758,14.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/759,13.0,0,0,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/760,20.0,0,1,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/761,17.0,0,1,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/762,21.0,0,0,0,4.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/763,4.0,0,0,0,0.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/764,26.0,0,0,0,6.0,7.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/765,13.0,0,0,0,4.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/766,13.0,0,0,0,5.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/767,19.0,0,0,0,3.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/768,13.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/769,13.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/770,15.0,0,3,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/771,19.0,0,0,0,4.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/772,10.0,0,3,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/773,11.0,0,1,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/774,14.0,0,4,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/775,11.0,0,0,0,2.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/776,35.0,0,3,0,6.0,13.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/777,17.0,0,0,0,4.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/778,10.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/779,9.0,0,0,0,2.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/780,52.0,0,0,0,4.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/781,8.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/782,18.0,0,2,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/783,15.0,0,0,0,4.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/784,25.0,0,1,0,4.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/785,15.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/786,21.0,0,0,0,4.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/787,13.0,0,0,0,4.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/788,16.0,0,2,0,4.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/789,8.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/790,16.0,0,1,0,4.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/791,8.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/792,17.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/793,8.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/794,6.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/795,11.0,0,0,0,3.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/796,10.0,0,0,0,4.0,6.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/797,8.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/798,11.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/799,17.0,0,1,0,5.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/800,17.0,1,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/801,12.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/802,8.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/803,11.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/804,14.0,0,0,0,3.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/805,11.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/806,65.0,0,2,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/807,10.0,0,1,0,3.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/808,11.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/809,13.0,0,1,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/810,21.0,0,1,0,5.0,16.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/811,21.0,0,1,0,6.0,8.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/812,12.0,0,0,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/813,12.0,0,0,0,5.0,5.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/814,16.0,0,0,0,5.0,7.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/815,9.0,0,0,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/816,2.0,0,0,0,0.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/817,9.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/818,7.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/819,16.0,0,2,0,8.0,7.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/820,11.0,0,0,0,4.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/821,16.0,0,0,0,4.0,2.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/822,8.0,0,1,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/823,11.0,0,2,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/824,8.0,0,0,0,1.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/825,7.0,0,1,0,2.0,1.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/826,13.0,0,0,0,3.0,3.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/827,6.0,0,0,0,2.0,0.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/828,16.0,0,1,0,5.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/829,14.0,0,1,0,4.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/830,16.0,0,0,0,3.0,4.0
BCB-Python-CodeLlama-7B-FP,CodeLlama-7B,FP,BigCodeBench/831,9.0,0,0,0,3.0,2.0
