TaskID,LoC,Reliability,Maintainability,Security_Hotspots,CyC,CoC
BigCodeBench/112,13.0,0,1,0,3.0,2.0
BigCodeBench/113,14.0,0,0,0,4.0,3.0
BigCodeBench/114,11.0,0,0,0,3.0,2.0
BigCodeBench/115,10.0,0,0,0,2.0,1.0
BigCodeBench/116,10.0,0,1,0,1.0,0.0
BigCodeBench/117,20.0,0,2,0,4.0,3.0
BigCodeBench/118,13.0,0,0,0,4.0,2.0
BigCodeBench/119,12.0,0,0,0,1.0,0.0
BigCodeBench/120,13.0,0,0,0,5.0,4.0
BigCodeBench/121,12.0,0,2,0,2.0,1.0
BigCodeBench/122,7.0,0,1,0,1.0,0.0
BigCodeBench/123,14.0,0,0,0,4.0,3.0
BigCodeBench/124,22.0,0,1,0,4.0,4.0
BigCodeBench/125,14.0,0,1,0,3.0,3.0
BigCodeBench/126,16.0,0,0,0,2.0,1.0
BigCodeBench/127,12.0,0,3,0,3.0,3.0
BigCodeBench/128,29.0,0,1,0,3.0,6.0
BigCodeBench/129,18.0,0,0,0,2.0,3.0
BigCodeBench/130,12.0,0,1,0,1.0,0.0
BigCodeBench/131,12.0,0,1,0,1.0,0.0
BigCodeBench/132,20.0,0,4,0,4.0,3.0
BigCodeBench/133,18.0,0,1,0,3.0,2.0
BigCodeBench/134,16.0,0,0,0,3.0,2.0
BigCodeBench/135,13.0,0,0,0,3.0,2.0
BigCodeBench/136,17.0,0,4,0,3.0,2.0
BigCodeBench/137,10.0,0,0,0,3.0,2.0
BigCodeBench/138,12.0,0,0,0,3.0,2.0
BigCodeBench/139,13.0,0,0,0,5.0,4.0
BigCodeBench/140,13.0,0,0,0,4.0,3.0
BigCodeBench/141,13.0,0,1,0,2.0,1.0
BigCodeBench/142,18.0,0,0,0,1.0,0.0
BigCodeBench/143,13.0,0,1,0,1.0,0.0
BigCodeBench/144,16.0,0,0,0,3.0,6.0
BigCodeBench/145,10.0,0,0,0,2.0,1.0
BigCodeBench/146,12.0,0,0,0,2.0,3.0
BigCodeBench/147,18.0,0,0,0,2.0,3.0
BigCodeBench/148,11.0,0,0,0,2.0,1.0
BigCodeBench/149,9.0,0,0,0,2.0,1.0
BigCodeBench/150,17.0,0,3,0,1.0,0.0
BigCodeBench/151,13.0,0,1,0,2.0,1.0
BigCodeBench/152,14.0,0,0,0,3.0,3.0
BigCodeBench/153,8.0,0,0,0,1.0,0.0
BigCodeBench/154,12.0,0,1,0,3.0,3.0
BigCodeBench/155,14.0,0,1,0,1.0,0.0
BigCodeBench/156,14.0,0,1,0,1.0,0.0
BigCodeBench/157,10.0,0,0,0,3.0,2.0
BigCodeBench/158,11.0,0,0,0,1.0,0.0
BigCodeBench/159,9.0,0,2,0,1.0,0.0
BigCodeBench/160,15.0,0,0,0,3.0,3.0
BigCodeBench/161,18.0,0,0,0,3.0,3.0
BigCodeBench/162,16.0,0,1,0,1.0,0.0
BigCodeBench/163,13.0,0,1,0,2.0,1.0
BigCodeBench/164,15.0,0,2,0,1.0,0.0
BigCodeBench/165,20.0,0,0,0,1.0,0.0
BigCodeBench/166,16.0,0,0,0,7.0,7.0
BigCodeBench/167,19.0,0,1,0,1.0,0.0
BigCodeBench/168,15.0,0,2,0,1.0,0.0
BigCodeBench/169,16.0,0,1,0,3.0,2.0
BigCodeBench/170,10.0,0,1,0,2.0,1.0
BigCodeBench/171,16.0,0,0,0,3.0,3.0
BigCodeBench/172,9.0,0,0,0,2.0,0.0
BigCodeBench/173,6.0,0,1,0,1.0,0.0
BigCodeBench/174,7.0,0,1,0,2.0,1.0
BigCodeBench/175,16.0,0,1,0,3.0,2.0
BigCodeBench/176,11.0,0,0,0,2.0,3.0
BigCodeBench/177,11.0,0,0,0,5.0,2.0
BigCodeBench/178,9.0,0,2,0,2.0,1.0
BigCodeBench/179,18.0,0,0,0,3.0,2.0
BigCodeBench/180,17.0,0,1,0,3.0,2.0
BigCodeBench/181,8.0,0,0,0,1.0,0.0
BigCodeBench/182,11.0,0,1,0,1.0,0.0
BigCodeBench/183,11.0,0,0,0,1.0,0.0
BigCodeBench/184,22.0,0,0,0,1.0,0.0
BigCodeBench/185,17.0,0,3,0,6.0,5.0
BigCodeBench/186,13.0,0,1,0,5.0,5.0
BigCodeBench/187,17.0,0,3,0,6.0,5.0
BigCodeBench/188,11.0,0,0,0,3.0,3.0
BigCodeBench/189,14.0,0,1,0,2.0,2.0
BigCodeBench/190,20.0,0,0,0,2.0,1.0
BigCodeBench/191,12.0,0,1,0,3.0,4.0
BigCodeBench/192,19.0,0,1,0,3.0,2.0
BigCodeBench/193,14.0,0,1,0,1.0,0.0
BigCodeBench/194,11.0,0,3,0,1.0,0.0
BigCodeBench/195,8.0,0,0,0,2.0,1.0
BigCodeBench/196,13.0,0,1,0,2.0,1.0
BigCodeBench/197,15.0,0,3,0,1.0,0.0
BigCodeBench/198,13.0,0,0,0,4.0,1.0
BigCodeBench/199,33.0,0,0,0,5.0,5.0
BigCodeBench/200,12.0,0,0,0,3.0,0.0
BigCodeBench/201,18.0,0,1,0,3.0,2.0
BigCodeBench/202,8.0,0,1,0,1.0,0.0
BigCodeBench/203,17.0,1,0,0,1.0,0.0
