TaskID,LoC,Reliability,Maintainability,Security_Hotspots,CyC,CoC
BigCodeBench/238,14.0,0,1,0,1.0,0.0
BigCodeBench/239,26.0,0,1,0,2.0,0.0
BigCodeBench/240,7.0,0,0,0,1.0,0.0
BigCodeBench/241,12.0,0,1,0,1.0,0.0
BigCodeBench/242,16.0,0,1,0,4.0,3.0
BigCodeBench/243,10.0,0,0,0,1.0,0.0
BigCodeBench/244,14.0,0,1,0,1.0,0.0
BigCodeBench/245,10.0,0,0,0,1.0,0.0
BigCodeBench/246,27.0,0,3,0,3.0,2.0
BigCodeBench/247,13.0,0,0,0,1.0,0.0
BigCodeBench/248,19.0,0,1,0,3.0,2.0
BigCodeBench/249,10.0,0,1,0,1.0,0.0
BigCodeBench/250,11.0,0,0,0,2.0,1.0
BigCodeBench/251,10.0,0,0,0,2.0,1.0
BigCodeBench/252,10.0,0,1,0,2.0,1.0
BigCodeBench/253,15.0,0,0,0,1.0,0.0
BigCodeBench/254,7.0,0,0,0,1.0,0.0
BigCodeBench/255,10.0,0,0,0,2.0,1.0
BigCodeBench/256,14.0,0,1,0,3.0,2.0
BigCodeBench/257,22.0,0,0,0,2.0,1.0
BigCodeBench/258,20.0,0,0,0,1.0,0.0
BigCodeBench/259,16.0,0,2,0,3.0,2.0
BigCodeBench/260,16.0,0,0,0,3.0,3.0
BigCodeBench/261,12.0,0,0,0,3.0,2.0
BigCodeBench/262,13.0,0,0,0,1.0,0.0
BigCodeBench/263,16.0,0,0,0,5.0,3.0
BigCodeBench/264,19.0,0,1,0,2.0,1.0
BigCodeBench/265,9.0,0,0,0,1.0,0.0
BigCodeBench/266,18.0,0,0,0,4.0,4.0
BigCodeBench/267,11.0,0,2,0,1.0,0.0
BigCodeBench/268,10.0,0,1,0,2.0,1.0
BigCodeBench/269,18.0,0,1,0,1.0,0.0
BigCodeBench/270,6.0,0,0,0,1.0,0.0
BigCodeBench/271,11.0,0,1,0,2.0,1.0
BigCodeBench/272,16.0,0,0,0,3.0,2.0
BigCodeBench/273,30.0,0,0,0,3.0,3.0
BigCodeBench/274,29.0,0,0,0,4.0,4.0
BigCodeBench/275,11.0,0,1,0,3.0,2.0
BigCodeBench/276,15.0,0,1,0,1.0,0.0
BigCodeBench/277,15.0,0,0,0,4.0,4.0
BigCodeBench/278,10.0,0,4,0,1.0,0.0
BigCodeBench/279,14.0,0,0,0,3.0,3.0
BigCodeBench/280,19.0,1,6,0,1.0,0.0
BigCodeBench/281,13.0,0,7,0,5.0,10.0
BigCodeBench/282,20.0,0,0,0,3.0,1.0
BigCodeBench/283,11.0,0,0,0,2.0,1.0
BigCodeBench/284,16.0,0,0,0,3.0,3.0
BigCodeBench/285,15.0,0,0,0,3.0,3.0
BigCodeBench/286,17.0,0,0,0,4.0,4.0
BigCodeBench/287,15.0,0,0,0,3.0,3.0
BigCodeBench/288,11.0,0,0,0,3.0,3.0
BigCodeBench/289,31.0,0,2,0,4.0,2.0
BigCodeBench/290,15.0,0,0,0,4.0,3.0
BigCodeBench/291,14.0,0,2,0,1.0,0.0
BigCodeBench/292,11.0,0,0,0,1.0,0.0
BigCodeBench/293,17.0,0,1,0,1.0,0.0
BigCodeBench/294,8.0,0,0,0,2.0,1.0
BigCodeBench/295,9.0,0,0,0,1.0,0.0
BigCodeBench/296,9.0,0,1,0,2.0,1.0
BigCodeBench/297,6.0,0,0,0,1.0,0.0
BigCodeBench/298,19.0,0,1,0,4.0,3.0
BigCodeBench/299,10.0,0,0,0,2.0,1.0
BigCodeBench/300,14.0,0,1,0,3.0,2.0
BigCodeBench/301,10.0,0,1,0,1.0,0.0
BigCodeBench/302,14.0,0,0,0,4.0,3.0
BigCodeBench/303,12.0,0,1,0,1.0,0.0
BigCodeBench/304,18.0,0,2,0,2.0,1.0
BigCodeBench/305,13.0,0,1,0,5.0,6.0
BigCodeBench/306,12.0,0,0,0,4.0,4.0
BigCodeBench/307,13.0,0,1,0,3.0,3.0
BigCodeBench/308,19.0,0,1,0,4.0,4.0
BigCodeBench/309,10.0,0,0,0,3.0,3.0
BigCodeBench/310,31.0,0,0,0,2.0,1.0
BigCodeBench/311,15.0,0,1,0,4.0,4.0
BigCodeBench/312,15.0,0,1,0,1.0,0.0
BigCodeBench/313,19.0,0,1,0,6.0,11.0
BigCodeBench/314,13.0,0,2,0,2.0,1.0
BigCodeBench/315,26.0,0,0,0,3.0,4.0
BigCodeBench/316,13.0,0,0,0,3.0,3.0
BigCodeBench/317,9.0,0,1,0,1.0,0.0
BigCodeBench/318,18.0,0,2,0,2.0,1.0
BigCodeBench/319,8.0,0,1,0,1.0,0.0
BigCodeBench/320,12.0,0,2,0,2.0,1.0
BigCodeBench/321,19.0,0,0,0,4.0,4.0
BigCodeBench/322,12.0,0,0,0,1.0,0.0
BigCodeBench/323,18.0,0,0,0,3.0,2.0
BigCodeBench/324,17.0,0,0,0,4.0,2.0
BigCodeBench/325,11.0,0,0,0,2.0,1.0
BigCodeBench/326,15.0,0,1,0,2.0,3.0
BigCodeBench/327,11.0,0,0,0,3.0,3.0
BigCodeBench/328,13.0,0,0,0,3.0,2.0
BigCodeBench/329,11.0,0,0,0,3.0,3.0
BigCodeBench/330,6.0,0,0,0,1.0,0.0
BigCodeBench/331,7.0,0,0,0,1.0,0.0
BigCodeBench/332,10.0,0,0,0,2.0,0.0
BigCodeBench/333,6.0,0,0,0,1.0,0.0
BigCodeBench/334,11.0,0,0,0,1.0,0.0
BigCodeBench/335,9.0,0,0,0,1.0,0.0
BigCodeBench/336,11.0,0,1,0,3.0,3.0
BigCodeBench/337,15.0,0,1,0,2.0,1.0
BigCodeBench/338,20.0,0,2,0,4.0,7.0
BigCodeBench/339,10.0,0,0,0,2.0,1.0
BigCodeBench/340,7.0,0,0,0,1.0,0.0
BigCodeBench/341,18.0,0,0,0,4.0,3.0
BigCodeBench/342,9.0,0,1,0,1.0,0.0
BigCodeBench/343,14.0,0,1,0,4.0,3.0
BigCodeBench/344,12.0,0,0,0,2.0,2.0
BigCodeBench/345,19.0,0,2,0,7.0,6.0
BigCodeBench/346,13.0,0,0,0,3.0,3.0
BigCodeBench/347,11.0,0,0,0,2.0,1.0
BigCodeBench/348,12.0,0,0,0,3.0,1.0
BigCodeBench/349,14.0,0,1,0,2.0,1.0
BigCodeBench/350,17.0,0,1,0,2.0,3.0
BigCodeBench/351,16.0,0,0,0,2.0,1.0
BigCodeBench/352,20.0,0,1,0,4.0,4.0
BigCodeBench/353,17.0,0,1,0,2.0,1.0
BigCodeBench/354,20.0,0,1,0,4.0,6.0
BigCodeBench/355,18.0,0,0,0,1.0,0.0
BigCodeBench/356,20.0,0,1,0,6.0,6.0
BigCodeBench/357,14.0,0,0,0,2.0,1.0
BigCodeBench/358,12.0,0,0,0,2.0,2.0
BigCodeBench/359,13.0,0,0,0,1.0,0.0
BigCodeBench/360,19.0,0,0,0,3.0,2.0
BigCodeBench/361,17.0,0,0,0,2.0,3.0
BigCodeBench/362,16.0,0,0,0,2.0,3.0
BigCodeBench/363,10.0,0,1,0,4.0,2.0
BigCodeBench/364,17.0,0,0,0,2.0,1.0
